Sample day,Sample time,VWC,ADC2,Temperature,Relative humidity,Solar irradiance,CJT,Granier Delta T,Heater State,Bat (V)
2019-01-25,14:00:00,-1.92,12.68,19.80,59.60,697.10,22.22,1.58,0.00,4.94
2019-01-25,14:10:00,-1.92,12.67,20.10,58.80,667.50,22.34,1.63,0.00,4.94
2019-01-25,14:20:00,-1.92,12.70,19.70,59.70,636.40,22.22,1.62,0.00,4.94
2019-01-25,14:30:00,-1.92,12.66,20.60,55.80,605.80,22.45,1.68,0.00,4.94
2019-01-25,14:40:00,-1.92,12.70,19.90,58.40,597.90,22.38,1.71,0.00,4.94
2019-01-25,14:50:00,-1.92,12.71,19.80,56.50,578.60,22.30,1.71,0.00,4.94
2019-01-25,15:00:00,-1.92,12.69,19.80,52.90,553.80,22.18,1.73,0.00,4.94
2019-01-25,15:10:00,-1.92,12.71,19.20,56.60,527.20,21.96,1.73,0.00,4.94
2019-01-25,15:20:00,-1.92,12.71,20.10,51.40,487.90,21.92,1.74,0.00,4.94
2019-01-25,15:30:00,-1.92,12.71,19.60,56.00,455.30,21.69,1.72,0.00,4.94
2019-01-25,15:40:00,-1.92,12.69,19.60,55.80,420.30,21.47,1.79,0.00,4.94
2019-01-25,15:50:00,-1.92,12.74,18.50,58.90,392.80,21.04,1.86,0.00,4.94
2019-01-25,16:00:00,-1.92,12.74,19.40,57.80,347.60,20.77,1.95,0.00,4.94
2019-01-25,16:10:00,-1.92,12.74,18.60,57.80,317.60,20.41,2.06,0.00,4.94
2019-01-25,16:20:00,-1.92,12.76,18.90,58.00,278.90,19.96,2.10,0.00,4.94
2019-01-25,16:30:00,-1.92,12.83,18.80,57.70,233.10,19.46,2.11,0.00,4.94
2019-01-25,16:40:00,-1.92,12.83,17.60,60.40,214.40,18.60,2.11,0.00,4.94
2019-01-25,16:50:00,-1.92,12.71,16.60,63.90,170.50,17.61,1.92,0.00,4.94
2019-01-25,17:00:00,-1.92,12.43,15.90,64.90,129.60,16.68,1.85,0.00,4.94
2019-01-25,17:10:00,-1.92,12.20,15.20,67.20,81.80,15.94,1.83,0.00,4.94
2019-01-25,17:20:00,-1.92,12.01,13.80,71.60,9.50,15.03,1.88,0.00,4.94
2019-01-25,17:30:00,-1.92,11.98,12.20,76.30,5.70,13.99,1.92,0.00,4.94
2019-01-25,17:40:00,-1.92,11.96,10.90,85.00,3.00,13.16,1.96,0.00,4.94
2019-01-25,17:50:00,-1.92,11.94,9.90,88.20,1.10,12.39,1.98,0.00,4.94
2019-01-25,18:00:00,-1.92,11.93,9.20,99.90,0.60,11.69,1.99,0.00,4.94
2019-01-25,18:10:00,-1.92,11.93,8.90,99.90,0.00,11.07,1.96,0.00,4.94
2019-01-25,18:20:00,-1.92,11.91,8.80,99.90,0.00,10.78,1.96,0.00,4.94
2019-01-25,18:30:00,-1.92,11.90,8.40,99.90,0.00,10.38,1.95,0.00,4.94
2019-01-25,18:40:00,-1.92,11.89,8.00,99.90,0.00,9.98,1.96,0.00,4.94
2019-01-25,18:50:00,-1.92,11.87,7.70,99.90,0.00,9.47,1.94,0.00,4.94
2019-01-25,19:00:00,-1.92,11.87,7.40,99.90,0.00,9.12,1.89,0.00,4.94
2019-01-25,19:10:00,-1.92,11.87,7.50,99.90,0.00,8.84,1.90,0.00,4.94
2019-01-25,19:20:00,-1.91,11.86,7.20,99.90,0.00,8.69,1.84,0.00,4.94
2019-01-25,19:30:00,-1.92,11.85,6.50,99.90,0.00,8.21,1.82,0.00,4.95
2019-01-25,19:40:00,-1.92,11.85,7.40,99.90,0.00,8.23,1.81,0.00,4.95
2019-01-25,19:50:00,-1.92,11.83,7.80,99.90,0.00,8.63,1.78,0.00,4.95
2019-01-25,20:00:00,-1.92,11.82,7.50,99.90,0.00,8.50,1.71,0.00,4.95
2019-01-25,20:10:00,-1.92,11.82,7.30,99.90,0.00,8.24,1.71,0.00,4.95
2019-01-25,20:20:00,-1.92,11.82,6.10,99.90,0.00,7.56,1.63,0.00,4.95
2019-01-25,20:30:00,-1.92,11.82,5.80,99.90,0.00,7.16,1.58,0.00,4.95
2019-01-25,20:40:00,-1.92,11.81,5.60,99.90,0.00,6.91,1.60,0.00,4.95
2019-01-25,20:50:00,-1.92,11.79,5.40,99.90,0.00,6.63,1.56,0.00,4.95
2019-01-25,21:00:00,-1.92,11.79,5.50,99.90,0.00,6.43,1.55,0.00,4.95
2019-01-25,21:10:00,-1.92,11.78,5.90,99.90,0.00,6.27,1.48,0.00,4.95
2019-01-25,21:20:00,-1.92,11.77,5.90,99.90,0.00,6.24,1.47,0.00,4.95
2019-01-25,21:30:00,-1.92,11.77,5.70,99.90,0.00,6.16,1.45,0.00,4.95
2019-01-25,21:40:00,-1.92,11.76,5.30,99.90,0.00,5.98,1.37,0.00,4.95
2019-01-25,21:50:00,-1.92,11.76,5.30,99.90,0.00,5.73,1.36,0.00,4.95
2019-01-25,22:00:00,-1.92,11.76,5.10,99.90,0.00,5.76,1.30,0.00,4.95
2019-01-25,22:10:00,-1.91,11.75,4.90,99.90,0.00,5.48,1.28,0.00,4.95
2019-01-25,22:20:00,-1.92,11.74,4.60,99.90,0.00,5.26,1.25,0.00,4.95
2019-01-25,22:30:00,-1.92,11.74,4.50,99.90,0.00,5.25,1.24,0.00,4.95
2019-01-25,22:40:00,-1.92,11.73,4.90,99.90,0.00,5.22,1.18,0.00,4.95
2019-01-25,22:50:00,-1.92,11.73,5.30,99.90,0.00,5.37,1.18,0.00,4.95
2019-01-25,23:00:00,-1.92,11.73,5.30,99.90,0.00,5.47,1.10,0.00,4.95
2019-01-25,23:10:00,-1.92,11.71,5.10,99.90,0.00,5.34,1.08,0.00,4.95
2019-01-25,23:20:00,-1.92,11.71,5.20,99.90,0.00,5.36,1.06,0.00,4.95
2019-01-25,23:30:00,-1.92,11.71,4.70,99.90,0.00,5.04,1.01,0.00,4.95
2019-01-25,23:40:00,-1.92,11.71,4.90,99.90,0.00,5.10,1.00,0.00,4.95
2019-01-25,23:50:00,-1.92,11.71,5.50,99.90,0.00,5.45,0.93,0.00,4.95
2019-01-26,00:00:00,-1.92,11.62,4.60,99.90,0.00,5.32,0.89,0.00,4.94
2019-01-26,00:10:00,-1.92,11.71,3.90,99.90,0.00,4.67,0.87,0.00,4.95
2019-01-26,00:20:00,-1.92,11.70,3.90,99.90,0.00,4.47,0.84,0.00,4.95
2019-01-26,00:30:00,-1.92,11.68,3.70,99.90,0.00,4.30,0.84,0.00,4.95
2019-01-26,00:40:00,-1.92,11.68,3.40,99.90,0.00,4.10,0.81,0.00,4.95
2019-01-26,00:50:00,-1.92,11.68,3.00,99.90,0.00,3.79,0.80,0.00,4.95
2019-01-26,01:00:00,-1.92,11.68,3.00,99.90,0.00,3.71,0.80,0.00,4.95
2019-01-26,01:10:00,-1.92,11.67,2.70,99.90,0.00,3.45,0.78,0.00,4.95
2019-01-26,01:20:00,-1.92,11.66,2.60,99.90,0.00,3.32,0.75,0.00,4.95
2019-01-26,01:30:00,-1.92,11.65,2.90,99.90,0.00,3.47,0.73,0.00,4.95
2019-01-26,01:40:00,-1.92,11.65,2.80,99.90,0.00,3.53,0.71,0.00,4.95
2019-01-26,01:50:00,-1.92,11.65,3.00,99.90,0.00,3.41,0.72,0.00,4.95
2019-01-26,02:00:00,-1.92,11.65,3.50,99.90,0.00,3.64,0.66,0.00,4.95
2019-01-26,02:10:00,-1.92,11.63,3.80,99.90,0.00,3.95,0.68,0.00,4.95
2019-01-26,02:20:00,-1.92,11.63,4.10,99.90,0.00,3.81,0.63,0.00,4.95
2019-01-26,02:30:00,-1.92,11.63,3.30,99.90,0.00,3.59,0.59,0.00,4.95
2019-01-26,02:40:00,-1.92,11.63,2.70,99.90,0.00,3.20,0.57,0.00,4.95
2019-01-26,02:50:00,-1.92,11.62,2.90,99.90,0.00,3.20,0.56,0.00,4.95
2019-01-26,03:00:00,-1.92,11.62,2.40,99.90,0.00,3.07,0.54,0.00,4.95
2019-01-26,03:10:00,-1.92,11.62,2.40,99.90,0.00,2.96,0.53,0.00,4.95
2019-01-26,03:20:00,-1.92,11.62,2.00,99.90,0.00,2.71,0.49,0.00,4.95
2019-01-26,03:30:00,-1.92,11.60,1.90,99.90,0.00,2.61,0.50,0.00,4.95
2019-01-26,03:40:00,-1.92,11.60,2.20,99.90,0.00,2.49,0.47,0.00,4.95
2019-01-26,03:50:00,-1.92,11.59,1.80,99.90,0.00,2.31,0.48,0.00,4.95
2019-01-26,04:00:00,-1.92,11.59,1.90,99.90,0.00,2.37,0.45,0.00,4.95
2019-01-26,04:10:00,-1.92,11.59,1.70,99.90,0.00,2.43,0.45,0.00,4.95
2019-01-26,04:20:00,-1.92,11.59,1.40,99.90,0.00,2.12,0.41,0.00,4.95
2019-01-26,04:30:00,-1.92,11.58,1.70,99.90,0.00,2.21,0.43,0.00,4.95
2019-01-26,04:40:00,-1.92,11.58,1.90,99.90,0.00,2.17,0.42,0.00,4.95
2019-01-26,04:50:00,-1.92,11.56,1.80,99.90,0.00,2.20,0.39,0.00,4.95
2019-01-26,05:00:00,-1.92,11.56,1.70,99.90,0.00,2.07,0.42,0.00,4.95
2019-01-26,05:10:00,-1.92,11.56,1.50,99.90,0.00,2.07,0.38,0.00,4.95
2019-01-26,05:20:00,-1.92,11.56,1.10,99.90,0.00,1.76,0.37,0.00,4.95
2019-01-26,05:30:00,-1.92,11.55,0.90,99.90,0.00,1.65,0.36,0.00,4.95
2019-01-26,05:40:00,-1.92,11.54,1.00,99.90,0.00,1.68,0.35,0.00,4.95
2019-01-26,05:50:00,-1.92,11.54,1.30,99.90,0.00,1.71,0.37,0.00,4.95
2019-01-26,06:00:00,-1.92,11.54,1.70,99.90,0.00,1.87,0.32,0.00,4.95
2019-01-26,06:10:00,-1.92,11.54,1.40,99.90,0.00,1.87,0.32,0.00,4.95
2019-01-26,06:20:00,-1.92,11.53,1.10,99.90,0.00,1.63,0.30,0.00,4.95
2019-01-26,06:30:00,-1.92,11.52,1.00,99.90,0.00,1.50,0.28,0.00,4.95
2019-01-26,06:40:00,-1.92,11.52,1.20,99.90,0.00,1.59,0.30,0.00,4.95
2019-01-26,06:50:00,-1.92,11.52,1.00,99.90,0.00,1.39,0.28,0.00,4.95
2019-01-26,07:00:00,-1.92,11.52,0.60,99.90,0.00,1.22,0.27,0.00,4.95
2019-01-26,07:10:00,-1.92,11.51,0.40,99.90,0.00,1.09,0.26,0.00,4.95
2019-01-26,07:20:00,-1.92,11.50,0.40,99.90,0.00,1.09,0.23,0.00,4.95
2019-01-26,07:30:00,-1.92,11.49,0.30,99.90,0.60,0.92,0.22,0.00,4.95
2019-01-26,07:40:00,-1.92,11.49,-0.10,99.90,2.00,0.65,0.23,0.00,4.95
2019-01-26,07:50:00,-1.92,11.49,0.10,99.90,4.50,0.70,0.21,0.00,4.95
2019-01-26,08:00:00,-1.92,11.48,0.30,99.90,8.40,0.80,0.20,0.00,4.95
2019-01-26,08:10:00,-1.92,11.49,0.30,99.90,12.20,0.92,0.21,0.00,4.95
2019-01-26,08:20:00,-1.92,11.56,0.50,99.90,86.00,1.01,0.21,0.00,4.95
2019-01-26,08:30:00,-1.92,11.73,1.10,99.90,76.80,1.37,0.19,0.00,4.95
2019-01-26,08:40:00,-1.92,12.09,2.10,99.90,267.10,2.46,0.21,0.00,4.95
2019-01-26,08:50:00,-1.92,12.29,3.20,99.90,311.50,4.03,0.17,0.00,4.95
2019-01-26,09:00:00,-1.92,12.18,4.00,99.90,471.50,5.13,0.12,0.00,4.95
2019-01-26,09:10:00,-1.92,12.17,4.50,99.90,344.30,5.72,0.17,0.00,4.95
2019-01-26,09:20:00,-1.92,12.54,5.40,99.90,390.70,6.56,0.16,0.00,4.95
2019-01-26,09:30:00,-1.92,12.47,6.10,99.90,567.60,7.48,0.13,0.00,4.95
2019-01-26,09:40:00,-1.92,12.14,7.00,99.90,588.80,8.33,0.14,0.00,4.95
2019-01-26,09:50:00,-1.92,11.99,7.30,99.90,588.10,8.38,0.06,0.00,4.95
2019-01-26,10:00:00,-1.92,12.11,8.90,99.90,588.80,8.71,0.06,0.00,4.95
2019-01-26,10:10:00,-1.92,12.83,10.90,99.90,655.40,9.41,0.09,0.00,4.95
2019-01-26,10:20:00,-1.92,13.02,10.00,95.50,687.60,9.99,0.11,0.00,4.95
2019-01-26,10:30:00,-1.92,13.17,10.80,89.00,682.00,10.52,0.15,0.00,4.94
2019-01-26,10:40:00,-1.92,13.53,10.90,89.10,706.90,11.42,0.21,0.00,4.94
2019-01-26,10:50:00,-1.92,13.54,10.90,86.30,721.00,12.33,0.22,0.00,4.94
2019-01-26,11:00:00,-1.92,13.46,11.70,84.00,762.50,13.03,0.28,0.00,4.94
2019-01-26,11:10:00,-1.92,13.48,12.60,81.10,776.60,13.63,0.38,0.00,4.94
2019-01-26,11:20:00,-1.92,13.46,13.10,79.60,787.50,14.25,0.45,0.00,4.94
2019-01-26,11:30:00,-1.92,13.44,14.60,76.40,790.00,15.06,0.54,0.00,4.94
2019-01-26,11:40:00,-1.92,13.29,14.30,75.30,783.80,15.55,0.62,0.00,4.94
2019-01-26,11:50:00,-1.92,13.38,14.60,75.10,759.00,15.89,0.70,0.00,4.94
2019-01-26,12:00:00,-1.92,13.35,14.90,73.40,790.00,16.29,0.84,0.00,4.94
2019-01-26,12:10:00,-1.92,13.33,15.70,72.10,777.80,16.65,0.92,0.00,4.94
2019-01-26,12:20:00,-1.92,13.37,16.30,68.00,776.60,17.31,0.99,0.00,4.94
2019-01-26,12:30:00,-1.92,13.29,16.60,68.60,760.20,17.81,1.07,0.00,4.94
2019-01-26,12:40:00,-1.92,13.28,17.80,64.00,762.50,18.52,1.14,0.00,4.94
2019-01-26,12:50:00,-1.92,12.77,17.30,65.40,763.60,18.73,1.21,0.00,4.94
2019-01-26,13:00:00,-1.92,12.76,16.60,68.20,775.40,18.92,1.30,0.00,4.94
2019-01-26,13:10:00,-1.92,12.83,16.50,69.10,774.20,19.10,1.38,0.00,4.94
2019-01-26,13:20:00,-1.92,12.75,17.70,66.40,771.80,19.52,1.42,0.00,4.94
2019-01-26,13:30:00,-1.92,12.77,18.60,60.90,750.00,19.87,1.49,0.00,4.94
2019-01-26,13:40:00,-1.92,12.77,19.50,58.50,734.70,20.12,1.55,0.00,4.94
2019-01-26,13:50:00,-1.92,12.75,19.40,59.00,702.90,20.48,1.59,0.00,4.94
2019-01-26,14:00:00,-1.92,12.75,18.80,61.10,674.70,20.56,1.67,0.00,4.94
2019-01-26,14:10:00,-1.92,12.71,18.70,60.10,648.60,20.63,1.71,0.00,4.93
2019-01-26,14:20:00,-1.92,12.74,18.10,61.30,618.40,20.48,1.73,0.00,4.94
2019-01-26,14:30:00,-1.92,12.74,18.70,63.10,594.30,20.36,1.69,0.00,4.94
2019-01-26,14:40:00,-1.92,12.74,18.80,62.00,571.40,20.45,1.71,0.00,4.94
2019-01-26,14:50:00,-1.92,12.83,18.70,63.10,548.40,20.43,1.72,0.00,4.94
2019-01-26,15:00:00,-1.92,12.74,19.40,60.20,530.00,20.50,1.70,0.00,4.94
2019-01-26,15:10:00,-1.92,12.82,18.90,62.20,502.50,20.46,1.68,0.00,4.94
2019-01-26,15:20:00,-1.92,12.78,18.70,61.70,478.20,20.31,1.70,0.00,4.94
2019-01-26,15:30:00,-1.92,12.80,18.70,62.10,443.30,20.22,1.69,0.00,4.94
2019-01-26,15:40:00,-1.92,12.76,18.50,62.70,418.30,19.98,1.75,0.00,4.93
2019-01-26,15:50:00,-1.92,12.77,16.50,66.70,375.00,19.28,1.84,0.00,4.94
2019-01-26,16:00:00,-1.92,12.74,17.20,65.30,362.80,18.95,1.90,0.00,4.94
2019-01-26,16:10:00,-1.92,12.78,17.30,64.90,318.00,18.77,1.99,0.00,4.94
2019-01-26,16:20:00,-1.92,12.79,17.50,64.60,268.10,18.55,2.05,0.00,4.94
2019-01-26,16:30:00,-1.92,12.84,17.10,65.90,248.90,18.08,2.08,0.00,4.94
2019-01-26,16:40:00,-1.92,12.84,16.60,67.60,197.80,17.43,2.00,0.00,4.94
2019-01-26,16:50:00,-1.92,12.87,15.30,71.20,171.60,16.49,1.83,0.00,4.94
2019-01-26,17:00:00,-1.92,12.83,14.40,74.30,135.90,15.72,1.73,0.00,4.94
2019-01-26,17:10:00,-1.92,12.31,13.50,75.50,93.50,14.98,1.72,0.00,4.94
2019-01-26,17:20:00,-1.92,12.09,12.30,74.50,10.30,14.04,1.78,0.00,4.94
2019-01-26,17:30:00,-1.92,12.02,10.80,83.00,6.40,12.96,1.80,0.00,4.94
2019-01-26,17:40:00,-1.92,12.00,10.40,81.90,3.50,12.28,1.86,0.00,4.94
2019-01-26,17:50:00,-1.92,11.98,9.50,86.80,1.70,11.53,1.85,0.00,4.94
2019-01-26,18:00:00,-1.92,11.97,10.10,85.30,0.20,11.16,1.85,0.00,4.94
2019-01-26,18:10:00,-1.92,11.96,10.60,84.00,0.00,11.45,1.86,0.00,4.94
2019-01-26,18:20:00,-1.92,11.94,10.20,85.70,0.00,11.29,1.80,0.00,4.94
2019-01-26,18:30:00,-1.92,11.93,9.80,87.70,0.00,10.77,1.78,0.00,4.94
2019-01-26,18:40:00,-1.92,11.93,8.90,91.50,0.00,10.32,1.74,0.00,4.94
2019-01-26,18:50:00,-1.92,11.91,9.00,93.90,0.00,9.85,1.71,0.00,4.94
2019-01-26,19:00:00,-1.92,11.91,8.60,95.30,0.00,9.55,1.76,0.00,4.94
2019-01-26,19:10:00,-1.92,11.89,8.60,95.20,0.00,9.57,1.68,0.00,4.94
2019-01-26,19:20:00,-1.92,11.89,8.00,99.00,0.00,9.09,1.64,0.00,4.95
2019-01-26,19:30:00,-1.92,11.87,7.50,99.90,0.00,8.66,1.64,0.00,4.94
2019-01-26,19:40:00,-1.92,11.87,7.40,99.90,0.00,8.29,1.61,0.00,4.95
2019-01-26,19:50:00,-1.92,11.87,6.60,99.90,0.00,7.83,1.62,0.00,4.95
2019-01-26,20:00:00,-1.92,11.87,6.10,99.90,0.00,7.45,1.59,0.00,4.95
2019-01-26,20:10:00,-1.92,11.85,5.90,99.90,0.00,7.03,1.57,0.00,4.95
2019-01-26,20:20:00,-1.92,11.85,5.20,99.90,0.00,6.68,1.56,0.00,4.95
2019-01-26,20:30:00,-1.92,11.85,4.70,99.90,0.00,6.23,1.51,0.00,4.95
2019-01-26,20:40:00,-1.92,11.85,4.50,99.90,0.00,6.04,1.46,0.00,4.95
2019-01-26,20:50:00,-1.92,11.82,4.60,99.90,0.00,5.73,1.44,0.00,4.95
2019-01-26,21:00:00,-1.92,11.82,4.10,99.90,0.00,5.38,1.45,0.00,4.95
2019-01-26,21:10:00,-1.92,11.82,3.90,99.90,0.00,5.26,1.40,0.00,4.95
2019-01-26,21:20:00,-1.92,11.82,3.40,99.90,0.00,4.88,1.38,0.00,4.95
2019-01-26,21:30:00,-1.92,11.81,3.40,99.90,0.00,4.67,1.38,0.00,4.95
2019-01-26,21:40:00,-1.92,11.79,3.70,99.90,0.00,4.70,1.34,0.00,4.95
2019-01-26,21:50:00,-1.92,11.79,3.90,99.90,0.00,4.68,1.29,0.00,4.95
2019-01-26,22:00:00,-1.92,11.79,4.60,99.90,0.00,4.83,1.27,0.00,4.95
2019-01-26,22:10:00,-1.92,11.78,5.50,99.90,0.00,5.19,1.24,0.00,4.95
2019-01-26,22:20:00,-1.92,11.77,5.60,99.90,0.00,5.27,1.19,0.00,4.95
2019-01-26,22:30:00,-1.92,11.76,5.50,99.90,0.00,5.22,1.14,0.00,4.95
2019-01-26,22:40:00,-1.92,11.76,5.20,99.90,0.00,5.16,1.12,0.00,4.95
2019-01-26,22:50:00,-1.92,11.76,5.50,99.90,0.00,5.32,1.09,0.00,4.95
2019-01-26,23:00:00,-1.92,11.76,5.70,99.90,0.00,5.54,1.01,0.00,4.95
2019-01-26,23:10:00,-1.92,11.75,5.40,99.90,0.00,5.50,0.99,0.00,4.95
2019-01-26,23:20:00,-1.92,11.75,4.80,99.90,0.00,5.17,0.97,0.00,4.95
2019-01-26,23:30:00,-1.92,11.75,4.70,99.90,0.00,5.09,0.94,0.00,4.95
2019-01-26,23:40:00,-1.92,11.74,4.40,99.90,0.00,4.97,0.88,0.00,4.95
2019-01-26,23:50:00,-1.92,11.65,4.40,99.90,0.00,4.73,0.86,0.00,4.94
2019-01-27,00:00:00,-1.92,11.73,3.60,99.90,0.00,4.42,0.82,0.00,4.95
2019-01-27,00:10:00,-1.92,11.73,3.50,99.90,0.00,4.21,0.79,0.00,4.95
2019-01-27,00:20:00,-1.92,11.71,4.70,99.90,0.00,4.53,0.78,0.00,4.95
2019-01-27,00:30:00,-1.92,11.71,5.40,99.90,0.00,5.14,0.74,0.00,4.95
2019-01-27,00:40:00,-1.92,11.71,6.00,99.90,0.00,5.62,0.69,0.00,4.95
2019-01-27,00:50:00,-1.92,11.71,5.80,99.90,0.00,5.67,0.65,0.00,4.95
2019-01-27,01:00:00,-1.92,11.71,5.60,99.90,0.00,5.63,0.66,0.00,4.95
2019-01-27,01:10:00,-1.92,11.71,5.70,99.90,0.00,5.63,0.58,0.00,4.95
2019-01-27,01:20:00,-1.92,11.71,5.90,99.90,0.00,5.71,0.55,0.00,4.95
2019-01-27,01:30:00,-1.92,11.70,5.70,99.90,0.00,5.68,0.51,0.00,4.95
2019-01-27,01:40:00,-1.92,11.68,5.40,99.90,0.00,5.55,0.49,0.00,4.95
2019-01-27,01:50:00,-1.92,11.68,5.50,99.90,0.00,5.92,0.48,0.00,4.95
2019-01-27,02:00:00,-1.92,11.68,5.60,99.90,0.00,6.13,0.43,0.00,4.95
2019-01-27,02:10:00,-1.92,11.68,5.90,99.90,0.00,6.32,0.43,0.00,4.95
2019-01-27,02:20:00,-1.92,11.68,6.10,99.90,0.00,6.52,0.36,0.00,4.95
2019-01-27,02:30:00,-1.92,11.67,6.20,99.90,0.00,6.71,0.36,0.00,4.95
2019-01-27,02:40:00,-1.92,11.65,6.50,99.90,0.00,6.90,0.33,0.00,4.95
2019-01-27,02:50:00,-1.92,11.65,6.60,99.90,0.00,7.09,0.29,0.00,4.95
2019-01-27,03:00:00,-1.92,11.65,6.10,99.90,0.00,6.98,0.28,0.00,4.95
2019-01-27,03:10:00,-1.92,11.65,5.80,99.90,0.00,6.79,0.23,0.00,4.95
2019-01-27,03:20:00,-1.92,11.65,6.00,99.90,0.00,6.80,0.22,0.00,4.95
2019-01-27,03:30:00,-1.92,11.64,6.30,99.90,0.00,6.92,0.24,0.00,4.95
2019-01-27,03:40:00,-1.92,11.63,6.60,99.90,0.00,7.10,0.19,0.00,4.95
2019-01-27,03:50:00,-1.92,11.63,6.60,99.90,0.00,7.09,0.19,0.00,4.95
2019-01-27,04:00:00,-1.92,11.62,6.90,99.90,0.00,7.19,0.20,0.00,4.95
2019-01-27,04:10:00,-1.92,11.62,6.70,99.90,0.00,7.18,0.18,0.00,4.95
2019-01-27,04:20:00,-1.92,11.62,6.70,99.90,0.00,7.18,0.17,0.00,4.95
2019-01-27,04:30:00,-1.92,11.61,6.60,99.90,0.00,7.20,0.13,0.00,4.95
2019-01-27,04:40:00,-1.92,11.60,6.60,99.90,0.00,7.21,0.15,0.00,4.95
2019-01-27,04:50:00,-1.92,11.59,6.70,99.90,0.00,7.22,0.14,0.00,4.95
2019-01-27,05:00:00,-1.92,11.59,6.70,99.90,0.00,7.22,0.13,0.00,4.95
2019-01-27,05:10:00,-1.92,11.59,7.30,99.90,0.00,7.28,0.15,0.00,4.95
2019-01-27,05:20:00,-1.92,11.59,7.30,96.50,0.00,7.27,0.15,0.00,4.95
2019-01-27,05:30:00,-1.92,11.58,7.00,99.30,0.00,7.14,0.12,0.00,4.95
2019-01-27,05:40:00,-1.92,11.57,6.90,99.00,0.00,7.12,0.14,0.00,4.95
2019-01-27,05:50:00,-1.92,11.56,7.10,93.10,0.00,7.08,0.14,0.00,4.95
2019-01-27,06:00:00,-1.92,11.56,7.10,90.50,0.00,6.94,0.15,0.00,4.95
2019-01-27,06:10:00,-1.92,11.56,7.00,89.50,0.00,6.96,0.13,0.00,4.95
2019-01-27,06:20:00,-1.92,11.56,6.70,93.00,0.00,6.89,0.16,0.00,4.95
2019-01-27,06:30:00,-1.92,11.55,6.80,88.90,0.00,6.90,0.12,0.00,4.95
2019-01-27,06:40:00,-1.92,11.54,7.00,88.80,0.00,7.04,0.12,0.00,4.95
2019-01-27,06:50:00,-1.92,11.54,6.90,88.00,0.00,7.05,0.12,0.00,4.95
2019-01-27,07:00:00,-1.92,11.54,6.80,89.00,0.00,7.06,0.13,0.00,4.95
2019-01-27,07:10:00,-1.92,11.54,6.60,92.60,0.00,7.07,0.12,0.00,4.95
2019-01-27,07:20:00,-1.92,11.53,6.60,93.60,0.00,7.07,0.11,0.00,4.95
2019-01-27,07:30:00,-1.92,11.54,6.40,95.60,0.20,7.02,0.13,0.00,4.95
2019-01-27,07:40:00,-1.92,11.53,6.30,95.80,0.80,6.98,0.11,0.00,4.95
2019-01-27,07:50:00,-1.92,11.52,6.20,97.40,2.70,6.96,0.09,0.00,4.95
2019-01-27,08:00:00,-1.92,11.53,6.50,95.60,7.00,6.87,0.11,0.00,4.95
2019-01-27,08:10:00,-1.92,11.54,6.30,97.90,13.40,6.75,0.10,0.00,4.95
2019-01-27,08:20:00,-1.92,11.54,6.50,95.50,24.10,6.78,0.11,0.00,4.95
2019-01-27,08:30:00,-1.92,11.54,6.60,94.70,31.30,6.89,0.12,0.00,4.95
2019-01-27,08:40:00,-1.92,11.81,6.80,93.90,400.90,7.18,0.08,0.00,4.95
2019-01-27,08:50:00,-1.92,12.20,7.60,91.00,460.30,8.98,0.09,0.00,4.95
2019-01-27,09:00:00,-1.92,12.11,7.70,91.00,496.10,9.64,0.09,0.00,4.95
2019-01-27,09:10:00,-1.92,12.11,8.00,90.00,343.60,10.23,0.10,0.00,4.95
2019-01-27,09:20:00,-1.92,11.90,7.80,88.60,143.60,9.72,0.10,0.00,4.95
2019-01-27,09:30:00,-1.92,11.82,7.80,89.60,92.70,8.98,0.06,0.00,4.95
2019-01-27,09:40:00,-1.92,11.85,8.50,88.90,77.40,9.30,0.05,0.00,4.95
2019-01-27,09:50:00,-1.92,11.85,8.50,85.60,112.10,9.32,0.01,0.00,4.94
2019-01-27,10:00:00,-1.92,11.82,8.40,86.50,97.60,9.29,0.00,0.00,4.95
2019-01-27,10:10:00,-1.92,11.91,8.40,85.90,123.90,9.29,0.01,0.00,4.95
2019-01-27,10:20:00,-1.92,11.86,8.40,86.20,139.60,9.26,0.02,0.00,4.95
2019-01-27,10:30:00,-1.92,11.92,8.40,84.60,68.00,9.30,0.04,0.00,4.95
2019-01-27,10:40:00,-1.92,12.05,8.70,79.90,125.00,9.46,0.00,0.00,4.94
2019-01-27,10:50:00,-1.92,12.38,10.30,73.80,147.10,10.84,0.00,0.00,4.94
2019-01-27,11:00:00,-1.92,12.73,11.20,76.60,680.20,12.07,0.02,0.00,4.94
2019-01-27,11:10:00,-1.92,12.94,11.60,72.50,873.50,13.11,0.03,0.00,4.94
2019-01-27,11:20:00,-1.92,13.09,11.60,67.50,844.20,13.75,0.05,0.00,4.94
2019-01-27,11:30:00,-1.92,13.30,12.80,66.20,840.00,14.77,0.09,0.00,4.94
2019-01-27,11:40:00,-1.92,13.46,12.90,63.20,847.00,15.45,0.16,0.00,4.94
2019-01-27,11:50:00,-1.92,12.56,12.80,67.20,201.40,15.57,0.24,0.00,4.94
2019-01-27,12:00:00,-1.92,12.29,13.20,63.50,126.40,16.02,0.25,0.00,4.94
2019-01-27,12:10:00,-1.92,12.20,11.40,69.00,96.60,15.17,0.27,0.00,4.94
