Sample day,Sample time,VWC,ADC2,Temperature,Relative humidity,Solar irradiance,CJT,Granier Delta T,Heater State,Bat (V)
2019-02-15,15:20:00,-1.92,12.77,19.00,55.90,248.10,20.95,1.12,0.00,4.93
2019-02-15,15:30:00,-1.92,12.80,19.40,52.70,240.80,20.77,1.13,0.00,4.94
2019-02-15,15:40:00,-1.92,12.80,19.20,54.90,288.20,20.75,1.12,0.00,4.94
2019-02-15,15:50:00,-1.92,12.80,18.80,53.00,190.60,20.85,1.17,0.00,4.94
2019-02-15,16:00:00,-1.92,12.78,18.80,55.60,211.50,20.80,1.19,0.00,4.94
2019-02-15,16:10:00,-1.92,12.80,19.00,54.40,164.90,20.79,1.23,0.00,4.94
2019-02-15,16:20:00,-1.92,12.80,18.40,57.70,128.50,20.52,1.27,0.00,4.94
2019-02-15,16:30:00,-1.92,12.52,18.30,57.00,102.00,20.08,1.18,0.00,4.94
2019-02-15,16:40:00,-1.92,12.37,18.10,58.70,86.80,19.63,1.12,0.00,4.94
2019-02-15,16:50:00,-1.92,12.24,17.90,60.40,72.00,19.27,1.08,0.00,4.94
2019-02-15,17:00:00,-1.92,12.16,17.20,60.80,49.80,18.82,1.07,0.00,4.94
2019-02-15,17:10:00,-1.92,12.12,16.10,65.30,39.40,17.95,1.08,0.00,4.94
2019-02-15,17:20:00,-1.92,12.11,15.20,70.60,33.10,17.06,1.12,0.00,4.94
2019-02-15,17:30:00,-1.91,12.05,14.10,73.40,24.50,16.24,1.12,0.00,4.94
2019-02-15,17:40:00,-1.92,12.03,13.10,76.70,14.50,15.36,1.14,0.00,4.94
2019-02-15,17:50:00,-1.92,12.01,12.00,80.70,7.00,14.44,1.12,0.00,4.94
2019-02-15,18:00:00,-1.92,11.98,11.20,86.70,2.00,13.49,1.16,0.00,4.94
2019-02-15,18:10:00,-1.92,11.98,11.10,88.00,0.70,12.94,1.17,0.00,4.94
2019-02-15,18:20:00,-1.92,11.98,10.50,90.60,0.00,12.34,1.16,0.00,4.94
2019-02-15,18:30:00,-1.92,11.97,10.00,91.90,0.00,11.84,1.20,0.00,4.94
2019-02-15,18:40:00,-1.92,11.97,9.30,95.20,0.00,11.40,1.19,0.00,4.94
2019-02-15,18:50:00,-1.92,11.95,9.10,96.90,0.00,10.91,1.21,0.00,4.94
2019-02-15,19:00:00,-1.92,11.94,9.10,96.20,0.00,10.58,1.21,0.00,4.94
2019-02-15,19:10:00,-1.92,11.93,8.60,97.60,0.00,10.23,1.20,0.00,4.94
2019-02-15,19:20:00,-1.92,11.93,7.80,99.90,0.00,9.70,1.24,0.00,4.94
2019-02-15,19:30:00,-1.92,11.93,7.60,99.90,0.00,9.40,1.24,0.00,4.94
2019-02-15,19:40:00,-1.92,11.91,7.60,99.90,0.00,9.16,1.25,0.00,4.94
2019-02-15,19:50:00,-1.92,11.90,7.70,98.80,0.00,8.99,1.29,0.00,4.94
2019-02-15,20:00:00,-1.92,11.89,7.60,97.00,0.00,8.86,1.25,0.00,4.94
2019-02-15,20:10:00,-1.92,11.88,7.40,97.20,0.00,8.66,1.26,0.00,4.94
2019-02-15,20:20:00,-1.92,11.87,7.10,98.30,0.00,8.40,1.23,0.00,4.94
2019-02-15,20:30:00,-1.92,11.87,7.00,98.30,0.00,8.20,1.26,0.00,4.94
2019-02-15,20:40:00,-1.91,11.87,7.10,97.10,0.00,8.05,1.21,0.00,4.94
2019-02-15,20:50:00,-1.92,11.87,7.00,97.20,0.00,7.94,1.24,0.00,4.94
2019-02-15,21:00:00,-1.92,11.86,6.70,98.80,0.00,7.69,1.19,0.00,4.95
2019-02-15,21:10:00,-1.92,11.85,6.40,99.90,0.00,7.34,1.20,0.00,4.94
2019-02-15,21:20:00,-1.92,11.85,6.40,99.90,0.00,7.17,1.17,0.00,4.95
2019-02-15,21:30:00,-1.92,11.85,6.20,99.90,0.00,6.95,1.18,0.00,4.94
2019-02-15,21:40:00,-1.92,11.83,6.40,99.00,0.00,6.91,1.15,0.00,4.95
2019-02-15,21:50:00,-1.92,11.82,5.80,99.90,0.00,6.67,1.12,0.00,4.95
2019-02-15,22:00:00,-1.92,11.82,5.30,99.90,0.00,6.36,1.10,0.00,4.95
2019-02-15,22:10:00,-1.92,11.82,5.00,99.90,0.00,6.09,1.05,0.00,4.95
2019-02-15,22:20:00,-1.92,11.82,4.70,99.90,0.00,5.85,1.06,0.00,4.95
2019-02-15,22:30:00,-1.92,11.82,4.50,99.90,0.00,5.63,1.08,0.00,4.95
2019-02-15,22:40:00,-1.92,11.81,4.80,99.90,0.00,5.64,1.06,0.00,4.95
2019-02-15,22:50:00,-1.92,11.79,5.10,99.50,0.00,5.59,1.02,0.00,4.95
2019-02-15,23:00:00,-1.92,11.77,5.20,98.20,0.00,5.72,1.00,0.00,4.94
2019-02-15,23:10:00,-1.92,11.79,5.10,97.60,0.00,5.60,0.97,0.00,4.95
2019-02-15,23:20:00,-1.92,11.78,5.10,98.10,0.00,5.47,0.95,0.00,4.95
2019-02-15,23:30:00,-1.92,11.77,5.00,99.00,0.00,5.44,0.91,0.00,4.95
2019-02-15,23:40:00,-1.92,11.77,4.90,99.10,0.00,5.38,0.90,0.00,4.95
2019-02-15,23:50:00,-1.92,11.68,4.60,99.90,0.00,5.30,0.87,0.00,4.94
2019-02-16,00:00:00,-1.92,11.76,4.00,99.90,0.00,4.95,0.87,0.00,4.95
2019-02-16,00:10:00,-1.92,11.76,4.10,99.90,0.00,4.88,0.83,0.00,4.95
2019-02-16,00:20:00,-1.92,11.75,4.30,99.90,0.00,4.79,0.84,0.00,4.95
2019-02-16,00:30:00,-1.92,11.74,4.00,99.90,0.00,4.62,0.81,0.00,4.95
2019-02-16,00:40:00,-1.92,11.74,4.10,99.90,0.00,4.58,0.79,0.00,4.95
2019-02-16,00:50:00,-1.92,11.73,3.80,99.90,0.00,4.36,0.79,0.00,4.95
2019-02-16,01:00:00,-1.92,11.73,3.80,99.90,0.00,4.33,0.72,0.00,4.95
2019-02-16,01:10:00,-1.92,11.73,4.10,99.90,0.00,4.43,0.72,0.00,4.95
2019-02-16,01:20:00,-1.92,11.71,4.00,99.90,0.00,4.44,0.70,0.00,4.95
2019-02-16,01:30:00,-1.92,11.71,3.60,99.90,0.00,4.21,0.71,0.00,4.95
2019-02-16,01:40:00,-1.92,11.71,3.60,99.90,0.00,4.10,0.67,0.00,4.95
2019-02-16,01:50:00,-1.92,11.71,3.50,99.90,0.00,4.05,0.66,0.00,4.95
2019-02-16,02:00:00,-1.92,11.71,4.60,99.90,0.00,4.29,0.64,0.00,4.95
2019-02-16,02:10:00,-1.92,11.70,4.70,98.80,0.00,4.39,0.64,0.00,4.95
2019-02-16,02:20:00,-1.92,11.68,3.90,99.90,0.00,4.21,0.60,0.00,4.95
2019-02-16,02:30:00,-1.92,11.68,3.90,99.90,0.00,4.01,0.58,0.00,4.95
2019-02-16,02:40:00,-1.92,11.68,3.40,99.90,0.00,3.80,0.57,0.00,4.95
2019-02-16,02:50:00,-1.92,11.68,3.00,99.90,0.00,3.55,0.53,0.00,4.95
2019-02-16,03:00:00,-1.92,11.65,3.80,99.90,0.00,3.65,0.53,0.00,4.95
2019-02-16,03:10:00,-1.92,11.65,3.50,99.90,0.00,3.65,0.51,0.00,4.95
2019-02-16,03:20:00,-1.92,11.65,3.50,99.90,0.00,3.61,0.51,0.00,4.95
2019-02-16,03:30:00,-1.92,11.65,3.60,99.90,0.00,3.61,0.51,0.00,4.95
2019-02-16,03:40:00,-1.92,11.64,3.10,99.90,0.00,3.40,0.49,0.00,4.95
2019-02-16,03:50:00,-1.92,11.63,3.40,99.90,0.00,3.45,0.45,0.00,4.95
2019-02-16,04:00:00,-1.92,11.63,3.30,99.90,0.00,3.41,0.46,0.00,4.95
2019-02-16,04:10:00,-1.92,11.63,2.70,99.90,0.00,3.14,0.47,0.00,4.95
2019-02-16,04:20:00,-1.92,11.62,3.40,99.90,0.00,3.34,0.43,0.00,4.95
2019-02-16,04:30:00,-1.92,11.61,3.30,99.90,0.00,3.36,0.43,0.00,4.95
2019-02-16,04:40:00,-1.92,11.60,3.50,99.90,0.00,3.35,0.41,0.00,4.95
2019-02-16,04:50:00,-1.92,11.59,3.20,99.90,0.00,3.32,0.36,0.00,4.95
2019-02-16,05:00:00,-1.92,11.59,3.10,99.90,0.00,3.13,0.38,0.00,4.95
2019-02-16,05:10:00,-1.92,11.59,3.10,99.90,0.00,3.09,0.41,0.00,4.95
2019-02-16,05:20:00,-1.92,11.59,2.50,99.90,0.00,2.80,0.34,0.00,4.95
2019-02-16,05:30:00,-1.92,11.59,2.10,99.90,0.00,2.53,0.36,0.00,4.95
2019-02-16,05:40:00,-1.92,11.58,2.20,99.90,0.00,2.61,0.34,0.00,4.95
2019-02-16,05:50:00,-1.92,11.57,2.00,99.90,0.00,2.56,0.31,0.00,4.95
2019-02-16,06:00:00,-1.92,11.56,2.50,99.90,0.00,2.57,0.35,0.00,4.95
2019-02-16,06:10:00,-1.92,11.54,2.70,99.90,0.00,2.56,0.35,0.00,4.95
2019-02-16,06:20:00,-1.92,11.56,2.40,99.90,0.00,2.55,0.30,0.00,4.95
2019-02-16,06:30:00,-1.92,11.55,1.90,99.90,0.00,2.29,0.34,0.00,4.95
2019-02-16,06:40:00,-1.92,11.55,1.60,99.90,0.00,2.18,0.29,0.00,4.95
2019-02-16,06:50:00,-1.92,11.54,1.80,99.90,0.00,2.13,0.33,0.00,4.95
2019-02-16,07:00:00,-1.92,11.54,1.70,99.90,0.00,2.02,0.26,0.00,4.95
2019-02-16,07:10:00,-1.92,11.54,2.20,99.90,1.40,2.20,0.31,0.00,4.95
2019-02-16,07:20:00,-1.92,11.54,2.40,99.90,3.10,2.34,0.29,0.00,4.95
2019-02-16,07:30:00,-1.92,11.54,2.70,99.90,7.70,2.41,0.27,0.00,4.95
2019-02-16,07:40:00,-1.92,11.54,2.40,99.90,15.90,2.49,0.26,0.00,4.95
2019-02-16,07:50:00,-1.92,11.55,2.50,99.90,27.00,2.44,0.25,0.00,4.95
2019-02-16,08:00:00,-1.92,11.56,2.90,99.90,35.90,2.66,0.25,0.00,4.95
2019-02-16,08:10:00,-1.92,11.71,3.60,99.90,145.50,3.14,0.24,0.00,4.95
2019-02-16,08:20:00,-1.92,11.97,4.10,99.90,297.30,4.10,0.24,0.00,4.95
2019-02-16,08:30:00,-1.92,12.26,5.00,99.90,400.30,5.41,0.21,0.00,4.95
2019-02-16,08:40:00,-1.92,12.21,6.50,98.80,356.20,7.10,0.21,0.00,4.95
2019-02-16,08:50:00,-1.92,12.30,7.10,97.20,358.00,7.86,0.19,0.00,4.95
2019-02-16,09:00:00,-1.92,12.24,8.20,91.60,394.40,8.52,0.18,0.00,4.94
2019-02-16,09:10:00,-1.92,12.32,9.40,90.60,410.70,9.07,0.15,0.00,4.94
2019-02-16,09:20:00,-1.92,12.57,10.50,82.30,514.30,10.07,0.10,0.00,4.94
2019-02-16,09:30:00,-1.92,12.71,11.80,78.70,565.70,11.04,0.14,0.00,4.94
2019-02-16,09:40:00,-1.92,12.82,13.60,73.80,631.60,11.95,0.13,0.00,4.94
2019-02-16,09:50:00,-1.92,12.83,14.20,69.80,596.40,13.14,0.17,0.00,4.94
2019-02-16,10:00:00,-1.92,13.09,13.00,72.20,678.30,13.91,0.15,0.00,4.94
2019-02-16,10:10:00,-1.92,13.33,15.10,69.10,716.90,14.25,0.23,0.00,4.94
2019-02-16,10:20:00,-1.92,13.47,16.30,64.00,794.90,14.92,0.26,0.00,4.94
2019-02-16,10:30:00,-1.92,13.41,17.00,62.70,752.20,15.88,0.30,0.00,4.94
2019-02-16,10:40:00,-1.92,13.36,16.30,61.90,747.80,16.21,0.37,0.00,4.94
2019-02-16,10:50:00,-1.92,13.33,16.40,59.50,748.90,16.29,0.40,0.00,4.94
2019-02-16,11:00:00,-1.92,13.33,16.90,60.10,762.50,16.84,0.47,0.00,4.94
2019-02-16,11:10:00,-1.92,13.37,17.60,59.50,759.00,17.66,0.49,0.00,4.94
2019-02-16,11:20:00,-1.92,13.39,17.80,57.70,750.00,18.10,0.55,0.00,4.94
2019-02-16,11:30:00,-1.92,13.35,17.10,60.50,770.60,18.04,0.65,0.00,4.94
2019-02-16,11:40:00,-1.92,13.33,18.00,57.60,732.60,18.57,0.67,0.00,4.94
2019-02-16,11:50:00,-1.92,13.36,18.70,58.70,737.90,19.01,0.73,0.00,4.94
2019-02-16,12:00:00,-1.92,13.25,19.60,56.10,756.80,19.64,0.79,0.00,4.94
2019-02-16,12:10:00,-1.92,13.33,19.80,53.90,753.40,19.97,0.88,0.00,4.94
2019-02-16,12:20:00,-1.92,12.80,19.70,53.10,730.40,20.33,0.95,0.00,4.94
2019-02-16,12:30:00,-1.92,12.74,19.30,54.00,732.60,20.51,1.02,0.00,4.94
2019-02-16,12:40:00,-1.92,12.79,18.50,56.40,723.10,20.67,1.12,0.00,4.94
2019-02-16,12:50:00,-1.92,12.76,17.90,57.80,714.90,20.65,1.23,0.00,4.94
2019-02-16,13:00:00,-1.92,12.73,18.20,58.70,697.10,20.72,1.30,0.00,4.94
2019-02-16,13:10:00,-1.92,12.74,18.00,59.10,685.70,20.77,1.38,0.00,4.94
2019-02-16,13:20:00,-1.92,12.75,18.80,57.60,672.00,21.16,1.40,0.00,4.94
2019-02-16,13:30:00,-1.92,12.76,18.90,57.20,659.70,21.39,1.54,0.00,4.94
2019-02-16,13:40:00,-1.92,12.75,19.20,57.20,649.50,21.45,1.58,0.00,4.94
2019-02-16,13:50:00,-1.92,12.77,19.70,55.00,630.80,21.60,1.59,0.00,4.94
2019-02-16,14:00:00,-1.92,12.71,20.50,54.50,610.90,21.99,1.63,0.00,4.94
2019-02-16,14:10:00,-1.92,12.69,20.70,53.10,588.80,22.07,1.69,0.00,4.93
2019-02-16,14:20:00,-1.92,12.69,21.10,51.90,563.70,22.24,1.68,0.00,4.93
2019-02-16,14:30:00,-1.92,12.74,19.90,53.80,539.00,22.08,1.71,0.00,4.94
2019-02-16,14:40:00,-1.92,12.71,19.80,53.10,503.50,22.03,1.76,0.00,4.94
2019-02-16,14:50:00,-1.92,12.73,20.40,52.00,475.50,22.14,1.77,0.00,4.94
2019-02-16,15:00:00,-1.92,12.77,21.60,50.70,439.40,22.13,1.72,0.00,4.94
2019-02-16,15:10:00,-1.91,12.71,21.70,49.10,399.40,22.24,1.73,0.00,4.94
2019-02-16,15:20:00,-1.92,12.71,21.70,44.60,355.40,22.12,1.67,0.00,4.94
2019-02-16,15:30:00,-1.92,12.69,21.20,44.50,325.20,21.87,1.68,0.00,4.94
2019-02-16,15:40:00,-1.92,12.72,20.50,48.30,293.00,21.91,1.74,0.00,4.94
2019-02-16,15:50:00,-1.92,12.71,19.90,48.50,257.50,21.52,1.76,0.00,4.94
2019-02-16,16:00:00,-1.92,12.71,20.20,47.30,211.50,21.45,1.85,0.00,4.94
2019-02-16,16:10:00,-1.92,12.71,20.50,48.30,192.40,21.52,1.88,0.00,4.94
2019-02-16,16:20:00,-1.92,12.74,19.50,51.30,162.00,21.63,1.88,0.00,4.94
2019-02-16,16:30:00,-1.92,12.74,19.50,55.50,132.00,21.46,1.75,0.00,4.94
2019-02-16,16:40:00,-1.92,12.74,19.20,53.60,109.70,21.23,1.58,0.00,4.94
2019-02-16,16:50:00,-1.92,12.71,18.80,52.30,87.00,20.95,1.51,0.00,4.94
2019-02-16,17:00:00,-1.92,12.32,18.20,53.40,59.50,20.64,1.42,0.00,4.94
2019-02-16,17:10:00,-1.92,12.19,17.20,58.10,47.60,20.02,1.42,0.00,4.94
2019-02-16,17:20:00,-1.92,12.13,16.60,64.10,37.60,19.28,1.43,0.00,4.94
2019-02-16,17:30:00,-1.92,12.11,15.60,66.20,21.30,18.24,1.46,0.00,4.94
2019-02-16,17:40:00,-1.92,12.06,14.60,70.10,14.00,17.18,1.50,0.00,4.94
2019-02-16,17:50:00,-1.92,12.04,13.60,70.70,9.20,16.05,1.53,0.00,4.94
2019-02-16,18:00:00,-1.92,12.04,12.40,74.10,3.70,14.98,1.52,0.00,4.94
2019-02-16,18:10:00,-1.92,12.01,11.40,78.30,0.90,13.99,1.57,0.00,4.94
2019-02-16,18:20:00,-1.92,12.01,11.20,78.90,0.00,13.57,1.59,0.00,4.94
2019-02-16,18:30:00,-1.92,11.99,11.30,80.50,0.00,13.28,1.59,0.00,4.94
2019-02-16,18:40:00,-1.92,11.98,10.70,83.10,0.00,12.46,1.59,0.00,4.94
2019-02-16,18:50:00,-1.92,11.98,10.10,86.20,0.00,11.81,1.60,0.00,4.94
2019-02-16,19:00:00,-1.92,11.97,9.80,88.40,0.00,11.52,1.61,0.00,4.94
2019-02-16,19:10:00,-1.92,11.96,9.10,92.10,0.00,10.99,1.60,0.00,4.94
2019-02-16,19:20:00,-1.92,11.95,8.70,93.00,0.00,10.47,1.61,0.00,4.94
2019-02-16,19:30:00,-1.92,11.94,8.50,94.00,0.00,10.03,1.61,0.00,4.94
2019-02-16,19:40:00,-1.92,11.93,8.00,94.20,0.00,9.67,1.60,0.00,4.94
2019-02-16,19:50:00,-1.92,11.93,7.70,96.10,0.00,9.41,1.62,0.00,4.94
2019-02-16,20:00:00,-1.92,11.93,7.00,97.40,0.00,8.99,1.63,0.00,4.94
2019-02-16,20:10:00,-1.92,11.91,7.30,96.90,0.00,8.74,1.62,0.00,4.94
2019-02-16,20:20:00,-1.92,11.90,7.10,97.20,0.00,8.49,1.59,0.00,4.94
2019-02-16,20:30:00,-1.92,11.90,6.60,98.90,0.00,8.08,1.59,0.00,4.94
2019-02-16,20:40:00,-1.92,11.89,6.70,99.00,0.00,7.93,1.57,0.00,4.94
2019-02-16,20:50:00,-1.92,11.87,6.20,99.80,0.00,7.67,1.55,0.00,4.94
2019-02-16,21:00:00,-1.92,11.87,6.20,99.90,0.00,7.45,1.58,0.00,4.95
2019-02-16,21:10:00,-1.92,11.87,6.00,99.90,0.00,7.23,1.54,0.00,4.95
2019-02-16,21:20:00,-1.92,11.87,5.70,99.90,0.00,7.05,1.51,0.00,4.95
2019-02-16,21:30:00,-1.92,11.86,5.50,99.90,0.00,6.79,1.48,0.00,4.95
2019-02-16,21:40:00,-1.92,11.85,5.40,99.90,0.00,6.58,1.49,0.00,4.95
2019-02-16,21:50:00,-1.92,11.85,5.60,99.90,0.00,6.46,1.48,0.00,4.95
2019-02-16,22:00:00,-1.92,11.85,5.50,99.90,0.00,6.39,1.43,0.00,4.95
2019-02-16,22:10:00,-1.92,11.83,5.70,99.90,0.00,6.38,1.41,0.00,4.95
2019-02-16,22:20:00,-1.92,11.83,5.40,99.90,0.00,6.29,1.37,0.00,4.95
2019-02-16,22:30:00,-1.92,11.82,4.70,99.90,0.00,5.86,1.35,0.00,4.95
2019-02-16,22:40:00,-1.92,11.82,4.40,99.90,0.00,5.64,1.30,0.00,4.95
2019-02-16,22:50:00,-1.92,11.82,4.80,99.90,0.00,5.51,1.28,0.00,4.95
2019-02-16,23:00:00,-1.92,11.82,5.10,99.90,0.00,5.62,1.25,0.00,4.95
2019-02-16,23:10:00,-1.92,11.81,5.00,99.90,0.00,5.57,1.20,0.00,4.95
2019-02-16,23:20:00,-1.92,11.79,5.30,99.90,0.00,5.61,1.19,0.00,4.95
2019-02-16,23:30:00,-1.92,11.79,4.40,99.90,0.00,5.23,1.15,0.00,4.95
2019-02-16,23:40:00,-1.92,11.79,3.60,99.90,0.00,4.77,1.14,0.00,4.95
2019-02-16,23:50:00,-1.92,11.77,3.70,99.90,0.00,4.65,1.13,0.00,4.95
2019-02-17,00:00:00,-1.92,11.78,4.60,99.90,0.00,4.92,1.08,0.00,4.95
2019-02-17,00:10:00,-1.92,11.77,4.90,99.90,0.00,5.15,1.05,0.00,4.95
2019-02-17,00:20:00,-1.92,11.77,4.70,99.90,0.00,5.11,1.04,0.00,4.95
2019-02-17,00:30:00,-1.92,11.76,4.20,99.90,0.00,4.79,0.98,0.00,4.95
2019-02-17,00:40:00,-1.92,11.76,3.50,99.90,0.00,4.32,0.95,0.00,4.95
2019-02-17,00:50:00,-1.92,11.76,3.50,99.90,0.00,4.17,0.94,0.00,4.95
2019-02-17,01:00:00,-1.92,11.75,3.90,99.90,0.00,4.28,0.90,0.00,4.95
2019-02-17,01:10:00,-1.92,11.75,3.60,99.90,0.00,4.25,0.91,0.00,4.95
2019-02-17,01:20:00,-1.92,11.75,3.80,99.90,0.00,4.20,0.87,0.00,4.95
2019-02-17,01:30:00,-1.92,11.74,3.30,99.90,0.00,3.96,0.85,0.00,4.95
2019-02-17,01:40:00,-1.92,11.73,3.00,99.90,0.00,3.88,0.81,0.00,4.95
2019-02-17,01:50:00,-1.92,11.73,2.90,99.90,0.00,3.72,0.78,0.00,4.95
2019-02-17,02:00:00,-1.92,11.73,3.10,99.90,0.00,3.82,0.74,0.00,4.95
2019-02-17,02:10:00,-1.92,11.71,3.90,99.90,0.00,4.10,0.77,0.00,4.95
2019-02-17,02:20:00,-1.92,11.71,3.60,99.90,0.00,4.07,0.71,0.00,4.95
2019-02-17,02:30:00,-1.92,11.71,3.30,99.90,0.00,3.89,0.68,0.00,4.95
2019-02-17,02:40:00,-1.92,11.71,2.70,99.90,0.00,3.57,0.65,0.00,4.95
2019-02-17,02:50:00,-1.92,11.71,3.10,99.90,0.00,3.62,0.64,0.00,4.95
2019-02-17,03:00:00,-1.92,11.70,3.60,99.90,0.00,3.69,0.62,0.00,4.95
2019-02-17,03:10:00,-1.92,11.68,3.50,99.90,0.00,3.86,0.59,0.00,4.95
2019-02-17,03:20:00,-1.92,11.68,2.90,99.90,0.00,3.59,0.58,0.00,4.95
2019-02-17,03:30:00,-1.92,11.68,3.10,99.90,0.00,3.63,0.55,0.00,4.95
2019-02-17,03:40:00,-1.92,11.67,3.50,99.90,0.00,3.73,0.51,0.00,4.95
2019-02-17,03:50:00,-1.92,11.65,3.30,99.90,0.00,3.79,0.51,0.00,4.95
2019-02-17,04:00:00,-1.92,11.65,3.00,99.90,0.00,3.65,0.47,0.00,4.95
2019-02-17,04:10:00,-1.92,11.65,3.20,99.90,0.00,3.67,0.44,0.00,4.95
2019-02-17,04:20:00,-1.92,11.65,3.30,99.90,0.00,3.63,0.46,0.00,4.95
2019-02-17,04:30:00,-1.92,11.63,3.00,99.90,0.00,3.61,0.44,0.00,4.95
2019-02-17,04:40:00,-1.92,11.63,2.90,99.90,0.00,3.54,0.42,0.00,4.95
2019-02-17,04:50:00,-1.92,11.62,3.10,99.90,0.00,3.57,0.42,0.00,4.95
2019-02-17,05:00:00,-1.92,11.62,2.80,99.90,0.00,3.45,0.38,0.00,4.95
2019-02-17,05:10:00,-1.92,11.62,3.40,99.90,0.00,3.65,0.38,0.00,4.95
2019-02-17,05:20:00,-1.92,11.61,3.80,99.90,0.00,3.85,0.35,0.00,4.95
2019-02-17,05:30:00,-1.92,11.59,3.70,99.90,0.00,3.83,0.32,0.00,4.95
2019-02-17,05:40:00,-1.92,11.59,2.90,99.90,0.00,3.50,0.32,0.00,4.95
2019-02-17,05:50:00,-1.92,11.58,2.80,99.90,0.00,3.30,0.31,0.00,4.95
2019-02-17,06:00:00,-1.92,11.59,3.00,99.90,0.00,3.30,0.33,0.00,4.95
2019-02-17,06:10:00,-1.92,11.58,3.30,99.90,0.00,3.40,0.32,0.00,4.95
2019-02-17,06:20:00,-1.92,11.58,3.10,99.90,0.00,3.40,0.32,0.00,4.95
2019-02-17,06:30:00,-1.92,11.56,2.60,99.90,0.00,3.12,0.26,0.00,4.95
2019-02-17,06:40:00,-1.92,11.56,2.50,99.90,0.00,3.07,0.26,0.00,4.95
2019-02-17,06:50:00,-1.92,11.56,2.40,99.90,0.00,2.98,0.23,0.00,4.95
2019-02-17,07:00:00,-1.92,11.55,2.50,99.90,0.00,2.89,0.24,0.00,4.95
2019-02-17,07:10:00,-1.92,11.54,2.80,99.90,1.90,2.98,0.25,0.00,4.95
2019-02-17,07:20:00,-1.92,11.55,2.50,99.90,4.80,3.06,0.22,0.00,4.95
2019-02-17,07:30:00,-1.92,11.54,3.10,99.90,9.20,3.26,0.24,0.00,4.95
2019-02-17,07:40:00,-1.92,11.54,2.70,99.90,9.90,3.28,0.21,0.00,4.95
2019-02-17,07:50:00,-1.92,11.54,3.00,99.90,13.60,3.34,0.19,0.00,4.95
2019-02-17,08:00:00,-1.92,11.54,3.00,99.90,19.90,3.44,0.19,0.00,4.95
2019-02-17,08:10:00,-1.92,11.54,2.60,99.90,26.50,3.27,0.21,0.00,4.95
2019-02-17,08:20:00,-1.92,11.54,2.80,99.90,30.00,3.27,0.17,0.00,4.95
2019-02-17,08:30:00,-1.92,11.58,3.10,99.90,56.60,3.43,0.15,0.00,4.95
2019-02-17,08:40:00,-1.92,11.65,3.40,99.90,157.60,3.74,0.15,0.00,4.95
2019-02-17,08:50:00,-1.92,11.87,4.50,99.90,272.00,4.68,0.14,0.00,4.95
2019-02-17,09:00:00,-1.92,12.11,6.30,99.90,511.10,6.04,0.14,0.00,4.95
2019-02-17,09:10:00,-1.92,12.18,8.60,99.90,565.70,7.90,0.11,0.00,4.95
2019-02-17,09:20:00,-1.92,12.62,10.10,98.20,578.60,9.44,0.13,0.00,4.94
2019-02-17,09:30:00,-1.92,12.69,11.20,86.60,599.30,10.66,0.09,0.00,4.94
2019-02-17,09:40:00,-1.92,12.83,11.30,84.50,678.30,11.52,0.11,0.00,4.94
2019-02-17,09:50:00,-1.92,12.97,12.40,79.60,710.90,12.60,0.10,0.00,4.94
2019-02-17,10:00:00,-1.92,12.91,15.00,72.90,660.50,13.59,0.09,0.00,4.94
2019-02-17,10:10:00,-1.92,12.71,16.50,63.80,466.20,14.49,0.12,0.00,4.94
2019-02-17,10:20:00,-1.92,12.60,16.20,60.90,428.90,14.75,0.13,0.00,4.94
2019-02-17,10:30:00,-1.92,12.38,15.40,63.90,252.00,14.80,0.18,0.00,4.94
2019-02-17,10:40:00,-1.92,12.77,14.80,66.40,487.90,14.66,0.22,0.00,4.94
2019-02-17,10:50:00,-1.92,12.56,14.40,66.00,365.50,15.09,0.18,0.00,4.94
2019-02-17,11:00:00,-1.92,12.38,14.20,66.40,244.30,15.11,0.18,0.00,4.94
2019-02-17,11:10:00,-1.92,12.44,13.80,67.70,260.60,15.04,0.21,0.00,4.94
2019-02-17,11:20:00,-1.92,12.44,14.20,65.20,254.40,15.20,0.22,0.00,4.94
2019-02-17,11:30:00,-1.92,12.56,15.20,64.10,265.50,15.85,0.26,0.00,4.94
2019-02-17,11:40:00,-1.92,12.91,15.90,63.10,437.90,16.34,0.25,0.00,4.94
2019-02-17,11:50:00,-1.92,13.35,18.20,57.50,776.60,17.45,0.30,0.00,4.94
2019-02-17,12:00:00,-1.92,13.33,20.70,54.10,621.40,19.10,0.37,0.00,4.94
2019-02-17,12:10:00,-1.92,13.38,20.10,52.80,634.00,19.30,0.46,0.00,4.94
2019-02-17,12:20:00,-1.92,13.28,18.60,52.30,646.20,19.54,0.53,0.00,4.94
2019-02-17,12:30:00,-1.92,13.22,19.70,54.40,830.30,20.09,0.62,0.00,4.93
2019-02-17,12:40:00,-1.92,13.21,21.40,50.30,742.30,20.89,0.71,0.00,4.93
2019-02-17,12:50:00,-1.92,13.25,20.80,51.30,605.80,21.29,0.75,0.00,4.93
2019-02-17,13:00:00,-1.92,13.23,20.30,52.60,623.80,21.47,0.82,0.00,4.94
2019-02-17,13:10:00,-1.92,13.25,21.20,50.10,619.90,21.74,0.88,0.00,4.94
2019-02-17,13:20:00,-1.92,13.25,22.40,46.00,593.60,22.21,0.95,0.00,4.94
2019-02-17,13:30:00,-1.92,13.14,21.40,49.50,637.20,22.00,1.02,0.00,4.94
